id,Timestamp,Module,Method_Name,Arguments,Responses,Exceptions,Execution Time (Sec),Arrival_Time,Departure_Time
1,2021:10:20:13:36:12.496883,C9,_init_,ftdi: None,,None,0.0310737993568182,2021:10:20:13:36:11.513789,2021:10:20:13:36:11.554762
7,2021:10:20:13:36:13.399374,C9,PING,,None,None,0.0003000000142492,2021:10:20:13:36:12.396246,2021:10:20:13:36:12.456209
14,2021:10:20:13:36:13.906474,C9,BIAS,,None,None,0.0002878000086639,2021:10:20:13:36:12.902935,2021:10:20:13:36:12.963898
21,2021:10:20:13:36:14.352919,C9,SPED,"velocity: 20000, acceleration: 20000",None,None,0.0002848999865818,2021:10:20:13:36:13.352660,2021:10:20:13:36:13.420618
28,2021:10:20:13:36:14.807367,C9,BIAS,bias: 0,None,None,0.0003261000092606,2021:10:20:13:36:13.796386,2021:10:20:13:36:13.864343
35,2021:10:20:13:36:15.237596,C9,HOME,if_needed: 1,None,None,0.0002501000126358,2021:10:20:13:36:14.232117,2021:10:20:13:36:14.295080
42,2021:10:20:13:36:15.682774,C9,CURR,axis: 0,None,None,0.0001779000012902,2021:10:20:13:36:14.678842,2021:10:20:13:36:14.738807
49,2021:10:20:13:36:16.124440,C9,CURR,axis: 0,None,None,0.0001480000064475,2021:10:20:13:36:15.110577,2021:10:20:13:36:15.183535
56,2021:10:20:13:36:16.536698,C9,CURR,axis: 0,None,None,0.0001541999954497,2021:10:20:13:36:15.537318,2021:10:20:13:36:15.592283
63,2021:10:20:13:36:16.953757,C9,CURR,axis: 0,None,None,0.0001766000059433,2021:10:20:13:36:15.956058,2021:10:20:13:36:16.010026
70,2021:10:20:13:36:17.366571,C9,CURR,axis: 0,None,None,0.0002877000079024,2021:10:20:13:36:16.367808,2021:10:20:13:36:16.423773
77,2021:10:20:13:36:17.791335,C9,CURR,axis: 0,None,None,0.0002884000132326,2021:10:20:13:36:16.789548,2021:10:20:13:36:16.848512
84,2021:10:20:13:36:18.229683,C9,CURR,axis: 0,None,None,0.0001595999929122,2021:10:20:13:36:17.229278,2021:10:20:13:36:17.286243
91,2021:10:20:13:36:18.655218,C9,CURR,axis: 0,None,None,0.0001374999992549,2021:10:20:13:36:17.654016,2021:10:20:13:36:17.710982
98,2021:10:20:13:36:19.079741,C9,CURR,axis: 0,None,None,0.0001501999940956,2021:10:20:13:36:18.080756,2021:10:20:13:36:18.136722
