Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:20:12:50:15.786796,C9,_init_,ftdi: None,,None
2021:10:20:12:50:16.711116,C9,PING,,None,None
2021:10:20:12:50:17.275235,C9,BIAS,,None,None
2021:10:20:12:50:17.824634,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:20:12:50:18.354218,C9,BIAS,bias: 0,None,None
2021:10:20:12:50:18.867054,C9,HOME,if_needed: 1,None,None
2021:10:20:12:50:19.366930,C9,CURR,axis: 0,None,None
2021:10:20:12:50:19.871471,C9,CURR,axis: 0,None,None
2021:10:20:12:50:20.382120,C9,CURR,axis: 0,None,None
2021:10:20:12:50:20.888657,C9,CURR,axis: 0,None,None
2021:10:20:12:50:21.398304,C9,CURR,axis: 0,None,None
2021:10:20:12:50:21.905282,C9,CURR,axis: 0,None,None
2021:10:20:12:50:22.466458,C9,CURR,axis: 0,None,None
2021:10:20:12:50:22.962129,C9,CURR,axis: 0,None,None
2021:10:20:12:50:23.436295,C9,CURR,axis: 0,None,None
2021:10:20:12:50:23.926655,C9,CURR,axis: 0,None,None
2021:10:20:12:50:24.287086,Tecan Cavro,_init_,ftdi: None,,None
2021:10:20:12:50:24.847197,Magnetic Stirrer,_init_,serial: COM9,,None
2021:10:20:12:50:25.202436,Magnetic Stirrer,IN_NAME,,None,None
2021:10:20:12:50:25.436545,Magnetic Stirrer,IN_PV_1,,None,None
2021:10:20:12:50:25.650817,Magnetic Stirrer,IN_PV_2,,None,None
2021:10:20:12:50:25.868116,Magnetic Stirrer,IN_SP_1,,None,None
2021:10:20:12:50:26.095511,Magnetic Stirrer,IN_PV_4,,None,None
2021:10:20:12:50:26.303954,Magnetic Stirrer,IN_SP_4,,None,None
2021:10:20:12:50:26.545305,Magnetic Stirrer,STOP_4,,None,None
2021:10:20:12:50:26.642046,Magnetic Stirrer,STOP_1,,None,None
2021:10:20:12:50:40.342577,ArduinoAugmentedQuantos,_init_,"logging_level: 10, address: 13, serial_port: None, tcp_port: None, perfect_counts: 8700",,None
2021:10:20:12:50:40.431310,ArduinoAugmentedQuantos,set_home_direction,direction: 0,None,None
2021:10:20:12:50:41.579503,UR3Arm,_init_,"host: 192.168.254.88, default_velocity: 250, max_velocity: 500, position_units: Units.MILLIMETERS, default_joint_velocity: 20.0, max_joint_velocity: 180.0, gripper_default_velocity: 0.5, gripper_default_force: 0.5, gripper_id: 1, gripper_base_port: 63352, gripper_connect: True, connect: True",,None
2021:10:20:12:50:45.250071,ArduinoAugmentedQuantos,lock_dosing_pin_position,,None,None
2021:10:20:12:51:01.350225,ArduinoAugmentedQuantos,unlock_dosing_pin_position,,None,None
2021:10:20:12:51:01.385426,C9,OUTP,"output: 0, value: 0",None,None
2021:10:20:12:51:01.521185,C9,JLEN,length_offset: 0,None,None
2021:10:20:12:51:01.625905,C9,ARM,"velocity: 20000, acceleration: 20000, X: -120559, Y: 114900, Z: 300000, gripper: -75000, elbow_bias: 0",None,None
2021:10:20:12:51:02.763859,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:20:12:51:02.888530,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:20:12:51:03.051145,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:20:12:51:03.168777,C9,ARM,"velocity: 20000, acceleration: 20000, X: -120559, Y: 114900, Z: 110000, elbow_bias: 0",None,None
2021:10:20:12:51:04.861654,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:04.987371,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:05.156299,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:05.780986,C9,ARM,"velocity: 20000, acceleration: 20000, X: -120559, Y: 114900, Z: 101700, elbow_bias: 0",None,None
2021:10:20:12:51:06.247166,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:06.367201,C9,OUTP,"output: 0, value: 1",None,None
2021:10:20:12:51:06.508062,C9,ARM,"velocity: 20000, acceleration: 20000, X: -120559, Y: 114900, Z: 300000, elbow_bias: 0",None,None
2021:10:20:12:51:08.243871,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:08.373522,C9,MVNG,"axes: 1,2,3",None,None
2021:10:20:12:51:08.507169,C9,MVNG,"axes: 1,2,3",None,None
