Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:19:14:25:20.177120,C9,_init_,ftdi: None,,None
2021:10:19:14:25:20.179114,C9,PING,,None,None
2021:10:19:14:25:20.182105,C9,BIAS,,None,None
2021:10:19:14:25:20.184100,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:19:14:25:20.187091,C9,BIAS,bias: 0,None,None
2021:10:19:14:25:20.191081,C9,HOME,if_needed: 1,None,None
2021:10:19:14:25:20.195071,C9,SPED,,None,None
2021:10:19:14:25:20.199060,C9,BIAS,,None,None
2021:10:19:14:25:20.208037,C9,SPED,"velocity: 40000, acceleration: 100000",None,None
2021:10:19:14:25:20.228982,C9,BIAS,bias: 2,None,None
2021:10:19:14:25:20.242943,C9,POS,"axes: 1,units: 1",None,None
2021:10:19:14:25:20.274858,C9,POS,"axes: 2,units: 1",None,None
2021:10:19:14:25:20.288826,C9,POS,"axes: 0,units: 1",None,None
2021:10:19:14:25:20.304778,C9,POS,C: 1,None,None
2021:10:19:14:25:20.335696,C9,JLEN,length_offset: 0,None,None
2021:10:19:14:25:20.337689,C9,POS,"axes: 1,units: 1",None,None
2021:10:19:14:25:20.354648,C9,POS,"axes: 2,units: 1",None,None
2021:10:19:14:25:20.364617,C9,POS,"axes: 0,units: 1",None,None
2021:10:19:14:25:20.370611,C9,ARM,"X: -95000, Y: 217000, Z: 245167, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.382570,C9,POS,C: 1,None,None
2021:10:19:14:25:20.386559,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.394537,C9,ARM,"X: -95000, Y: 217000, Z: 236199, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.397529,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.399524,C9,ARM,"X: -95000, Y: 217000, Z: 236199, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.402516,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.414484,C9,ARM,"X: -95000, Y: 217000, Z: 236199, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.418473,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.425455,C9,ARM,"X: -95000, Y: 217000, Z: 226755, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.428447,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.431439,C9,ARM,"X: -95000, Y: 217000, Z: 217231, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.434431,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.447399,C9,ARM,"X: -95000, Y: 217000, Z: 207707, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.450388,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.458367,C9,ARM,"X: -95000, Y: 217000, Z: 198184, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.461359,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.464351,C9,ARM,"X: -95000, Y: 217000, Z: 188740, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.474325,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.477317,C9,ARM,"X: -95000, Y: 217000, Z: 188740, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.489285,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.491279,C9,ARM,"X: -95000, Y: 217000, Z: 189443, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.493274,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.495268,C9,ARM,"X: -95000, Y: 217000, Z: 195537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.498260,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.506239,C9,ARM,"X: -95000, Y: 217000, Z: 205537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.510228,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.522197,C9,ARM,"X: -95000, Y: 217000, Z: 215537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.526186,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.529178,C9,ARM,"X: -95000, Y: 217000, Z: 225537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.537163,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.539151,C9,ARM,"X: -95000, Y: 217000, Z: 235537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.542143,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.544138,C9,ARM,"X: -95000, Y: 217000, Z: 245537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.557103,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.559098,C9,ARM,"X: -95000, Y: 217000, Z: 255537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.562090,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.570068,C9,ARM,"X: -95000, Y: 217000, Z: 265537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.573060,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.575055,C9,ARM,"X: -95000, Y: 217000, Z: 275537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.585031,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.590015,C9,ARM,"X: -95000, Y: 217000, Z: 285537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.593007,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.599989,C9,ARM,"X: -95000, Y: 217000, Z: 295537, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.603978,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.605972,C9,ARM,"X: -95000, Y: 217000, Z: 296084, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.608964,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.618944,C9,ARM,"X: -95000, Y: 217000, Z: 296944, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.623924,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.625919,C9,ARM,"X: -95000, Y: 217000, Z: 300225, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.633898,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.636890,C9,ARM,"X: -95000, Y: 217000, Z: 310225, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.638884,C9,ARM,"X: -95000, Y: 217000, Z: 310225, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.647862,C9,ARM,"X: -95000, Y: 217000, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.654842,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.656836,C9,ARM,"X: -96349, Y: 217000, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.664815,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.666810,C9,ARM,"X: -106349, Y: 215593, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.670799,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.672794,C9,ARM,"X: -116349, Y: 214187, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.684767,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.687754,C9,ARM,"X: -126348, Y: 212780, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.695733,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.697727,C9,ARM,"X: -136348, Y: 212233, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.700719,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.702714,C9,ARM,"X: -146348, Y: 211686, Z: 303116, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.712687,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.714682,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.726650,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.729642,C9,ARM,"X: -156347, Y: 211061, Z: 303663, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.733631,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.735626,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.743604,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.745599,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.747594,C9,ARM,"X: -166347, Y: 210435, Z: 303663, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.761557,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.763551,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.765546,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.767540,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.775519,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.778511,C9,ARM,"X: -176347, Y: 209810, Z: 303663, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.782501,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.789483,C9,ARM,"X: -186346, Y: 209263, Z: 304210, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.797460,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.799455,C9,ARM,"X: -196346, Y: 208169, Z: 304758, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.808431,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.810426,C9,ARM,"X: -206346, Y: 207075, Z: 304758, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.813418,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.824392,C9,ARM,"X: -216346, Y: 205903, Z: 304758, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.828378,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.830372,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.838351,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.840346,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.843338,C9,ARM,"X: -226345, Y: 204809, Z: 304758, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.846330,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.857301,C9,ARM,"X: -236345, Y: 203636, Z: 304758, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.862287,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.870266,C9,ARM,"X: -246345, Y: 202542, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.874255,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.876250,C9,ARM,"X: -256344, Y: 201448, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.885231,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.888218,C9,ARM,"X: -266344, Y: 200276, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.902181,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.904175,C9,ARM,"X: -276344, Y: 199182, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.907167,C9,ARM,"X: -276344, Y: 199182, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.910159,C9,ARM,"X: -276344, Y: 199182, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.919135,C9,ARM,"X: -276344, Y: 199182, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.922127,C9,ARM,"X: -276344, Y: 199182, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.935093,C9,ARM,"X: -276344, Y: 197541, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.938085,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.940079,C9,ARM,"X: -275797, Y: 197541, Z: 305305, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.942074,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.951050,C9,ARM,"X: -275093, Y: 197541, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.955039,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.957034,C9,ARM,"X: -265093, Y: 196447, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.969999,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.971994,C9,ARM,"X: -255093, Y: 195510, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.974986,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.980970,C9,ARM,"X: -245093, Y: 194572, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.983962,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.985957,C9,ARM,"X: -235093, Y: 193634, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:20.987951,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:20.997925,C9,ARM,"X: -225093, Y: 192618, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.000917,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.004905,C9,ARM,"X: -215093, Y: 191602, Z: 305852, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.016878,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.019874,C9,ARM,"X: -215093, Y: 191602, Z: 306399, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.031839,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.034830,C9,ARM,"X: -215093, Y: 191602, Z: 306946, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.042810,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.045805,C9,ARM,"X: -215093, Y: 191602, Z: 307494, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.048793,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.050788,C9,ARM,"X: -215093, Y: 191602, Z: 307494, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.059763,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.065753,C9,ARM,"X: -205093, Y: 192475, Z: 308041, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.075721,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.078713,C9,ARM,"X: -195093, Y: 193269, Z: 308041, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.081704,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.083699,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.091679,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.093677,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.098662,C9,ARM,"X: -185093, Y: 194301, Z: 308588, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.108633,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:19:14:25:21.110627,C9,ARM,"X: -175093, Y: 195174, Z: 308588, gripper: 28989, elbow_bias: 2",None,None
2021:10:19:14:25:21.114617,C9,MVNG,"axes: 1,2,3,0",None,None
