Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:13:11:08:55.582150,C9,_init_,ftdi: None,,None
2021:10:13:11:08:56.247404,C9,PING,,None,None
2021:10:13:11:08:56.564549,C9,BIAS,,None,None
2021:10:13:11:08:56.882588,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:13:11:08:57.176805,C9,BIAS,bias: 0,None,None
2021:10:13:11:08:57.473225,C9,HOME,if_needed: 1,None,None
2021:10:13:11:08:57.750484,C9,CURR,axis: 0,None,None
2021:10:13:11:08:58.173774,C9,CURR,axis: 0,None,None
2021:10:13:11:08:58.599441,C9,CURR,axis: 0,None,None
2021:10:13:11:08:59.038705,C9,CURR,axis: 0,None,None
2021:10:13:11:08:59.417957,C9,CURR,axis: 0,None,None
2021:10:13:11:08:59.796478,C9,CURR,axis: 0,None,None
2021:10:13:11:09:00.172270,C9,CURR,axis: 0,None,None
2021:10:13:11:09:00.598954,C9,CURR,axis: 0,None,None
2021:10:13:11:09:00.979338,C9,CURR,axis: 0,None,None
2021:10:13:11:09:01.393747,C9,CURR,axis: 0,None,None
2021:10:13:11:09:01.781881,Tecan Cavro,_init_,ftdi: None,,None
2021:10:13:11:09:02.249445,Magnetic Stirrer,_init_,serial: COM9,,None
2021:10:13:11:09:02.465768,Magnetic Stirrer,IN_NAME,,None,None
2021:10:13:11:09:02.624079,Magnetic Stirrer,IN_PV_1,,None,None
2021:10:13:11:09:02.803658,Magnetic Stirrer,IN_PV_2,,None,None
2021:10:13:11:09:02.932734,Magnetic Stirrer,IN_SP_1,,None,None
2021:10:13:11:09:03.064389,Magnetic Stirrer,IN_PV_4,,None,None
2021:10:13:11:09:03.193341,Magnetic Stirrer,IN_SP_4,,None,None
2021:10:13:11:09:03.321638,Magnetic Stirrer,STOP_4,,None,None
2021:10:13:11:09:03.369368,Magnetic Stirrer,STOP_1,,None,None
2021:10:13:11:09:17.066348,ArduinoAugmentedQuantos,_init_,"logging_level: 10, address: 13, serial_port: None, tcp_port: None, perfect_counts: 8700",,None
2021:10:13:11:09:17.111224,ArduinoAugmentedQuantos,set_home_direction,direction: 0,None,None
2021:10:13:11:09:18.511269,UR3Arm,_init_,"host: 192.168.254.88, default_velocity: 250, max_velocity: 500, position_units: Units.MILLIMETERS, default_joint_velocity: 20.0, max_joint_velocity: 180.0, gripper_default_velocity: 0.5, gripper_default_force: 0.5, gripper_id: 1, gripper_base_port: 63352, gripper_connect: True, connect: True",,None
2021:10:13:11:09:24.928473,ArduinoAugmentedQuantos,lock_dosing_pin_position,,None,None
2021:10:13:11:09:41.086736,ArduinoAugmentedQuantos,unlock_dosing_pin_position,,None,None
2021:10:13:11:09:41.307109,C9,OUTP,"output: 0, value: 0",None,None
2021:10:13:11:09:41.412291,C9,JLEN,length_offset: 0,None,None
2021:10:13:11:09:41.526944,C9,ARM,"velocity: 20000, acceleration: 20000, X: -160083, Y: 222313, Z: 300000, elbow_bias: 0",None,None
2021:10:13:11:09:42.440969,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:42.561307,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:42.681652,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:42.806002,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:42.932437,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.059501,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.189314,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.319139,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.441854,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.566476,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.690152,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:43.802845,C9,ARM,"velocity: 20000, acceleration: 20000, X: -160083, Y: 222313, Z: 134850, elbow_bias: 0",None,None
2021:10:13:11:09:45.390674,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:45.516000,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:45.641667,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:45.751402,C9,OUTP,"output: 0, value: 1",None,None
2021:10:13:11:09:45.851104,C9,ARM,"velocity: 20000, acceleration: 20000, X: -160083, Y: 222313, Z: 300000, elbow_bias: 0",None,None
2021:10:13:11:09:47.433343,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:47.559383,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:47.684054,C9,MVNG,"axes: 1,2,3",None,None
2021:10:13:11:09:48.362612,ArduinoAugmentedQuantos,front_door_position,close,,None
2021:10:13:11:09:57.410508,ArduinoAugmentedQuantos,zero,,None,None
2021:10:13:11:09:57.428419,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 300000, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:09:58.649793,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:09:58.811941,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:09:59.934419,ArduinoAugmentedQuantos,home_z_stage,,None,None
2021:10:13:11:10:05.278076,ArduinoAugmentedQuantos,front_door_position,open,,None
2021:10:13:11:10:05.294027,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 151600, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:06.805619,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:06.947632,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:07.109176,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:07.224189,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 151600, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:08.901457,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:09.035807,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:09.159535,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:09.285203,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:09.393909,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 145000, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:09.812319,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:09.937100,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:10.087896,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 143000, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:10.393150,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:13.501142,C9,OUTP,"output: 0, value: 0",None,None
2021:10:13:11:10:13.608677,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 156600, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:14.159849,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:14.283703,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:14.436085,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 156600, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:16.118367,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:16.250018,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:16.379668,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:16.508371,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:16.622545,C9,ARM,"velocity: 20000, acceleration: 20000, X: -220600, Y: 41040, Z: 300000, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:18.123204,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:18.248346,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:18.384833,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:19.500972,ArduinoAugmentedQuantos,home_z_stage,,None,None
2021:10:13:11:10:24.928010,ArduinoAugmentedQuantos,front_door_position,close,,None
2021:10:13:11:10:35.289892,ArduinoAugmentedQuantos,front_door_position,open,,None
2021:10:13:11:10:36.311118,ArduinoAugmentedQuantos,home_z_stage,,None,None
2021:10:13:11:10:36.959036,ArduinoAugmentedQuantos,front_door_position,open,,None
2021:10:13:11:10:36.975993,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 300000, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:37.283166,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:37.409831,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:37.570748,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:37.699383,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:37.815074,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 154600, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:39.321451,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:39.448493,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:39.565374,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:39.714973,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 154600, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:41.400087,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:41.527537,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:41.658262,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:41.781637,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:41.900351,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 136000, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:42.538833,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:42.664919,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:42.819503,C9,OUTP,"output: 0, value: 1",None,None
2021:10:13:11:10:42.929948,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: -184200, Z: 151600, gripper: 52613, elbow_bias: 0",None,None
2021:10:13:11:10:43.516024,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:43.650999,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:43.781624,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 151600, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:45.460046,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:45.594649,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:45.728174,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:45.855234,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:45.964937,C9,ARM,"velocity: 20000, acceleration: 20000, X: -223600, Y: 41040, Z: 300000, gripper: 52610, elbow_bias: 0",None,None
2021:10:13:11:10:47.475061,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:47.639967,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:13:11:10:47.768484,C9,MVNG,"axes: 1,2,3,0",None,None
