Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:12:14:58:25.228563,C9,_init_,ftdi: None,,None
2021:10:12:14:58:25.901745,C9,PING,,None,None
2021:10:12:14:58:26.218899,C9,BIAS,,None,None
2021:10:12:14:58:26.499248,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:12:14:58:26.763812,C9,BIAS,bias: 0,None,None
2021:10:12:14:58:27.019117,C9,HOME,if_needed: 1,None,None
2021:10:12:14:58:27.409344,C9,CURR,axis: 0,None,None
2021:10:12:14:58:27.802959,C9,CURR,axis: 0,None,None
2021:10:12:14:58:28.199809,C9,CURR,axis: 0,None,None
2021:10:12:14:58:28.589884,C9,CURR,axis: 0,None,None
2021:10:12:14:58:28.978818,C9,CURR,axis: 0,None,None
2021:10:12:14:58:29.372897,C9,CURR,axis: 0,None,None
2021:10:12:14:58:29.758217,C9,CURR,axis: 0,None,None
2021:10:12:14:58:30.181211,C9,CURR,axis: 0,None,None
2021:10:12:14:58:30.564792,C9,CURR,axis: 0,None,None
2021:10:12:14:58:30.955769,C9,CURR,axis: 0,None,None
2021:10:12:14:58:31.298738,Tecan Cavro,_init_,ftdi: None,,None
2021:10:12:14:58:31.722052,Magnetic Stirrer,_init_,serial: COM9,,None
2021:10:12:14:58:31.928718,Magnetic Stirrer,IN_NAME,,None,None
2021:10:12:14:58:32.050644,Magnetic Stirrer,IN_PV_1,,None,None
2021:10:12:14:58:32.190084,Magnetic Stirrer,IN_PV_2,,None,None
2021:10:12:14:58:32.314102,Magnetic Stirrer,IN_SP_1,,None,None
2021:10:12:14:58:32.437778,Magnetic Stirrer,IN_PV_4,,None,None
2021:10:12:14:58:32.560805,Magnetic Stirrer,IN_SP_4,,None,None
2021:10:12:14:58:32.696439,Magnetic Stirrer,STOP_4,,None,None
2021:10:12:14:58:32.760296,Magnetic Stirrer,STOP_1,,None,None
2021:10:12:14:58:46.460409,ArduinoAugmentedQuantos,_init_,"logging_level: 10, address: 13, serial_port: None, tcp_port: None, perfect_counts: 8700",,None
2021:10:12:14:58:46.506341,ArduinoAugmentedQuantos,set_home_direction,direction: 0,None,None
2021:10:12:14:58:47.688379,UR3Arm,_init_,"host: 192.168.254.88, default_velocity: 250, max_velocity: 500, position_units: Units.MILLIMETERS, default_joint_velocity: 20.0, max_joint_velocity: 180.0, gripper_default_velocity: 0.5, gripper_default_force: 0.5, gripper_id: 1, gripper_base_port: 63352, gripper_connect: True, connect: True",,None
2021:10:12:14:58:50.389592,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:50.490489,C9,ARM,"velocity: 20000, acceleration: 20000, X: 273149, Y: -159436, Z: 308000, elbow_bias: 0",None,None
2021:10:12:14:58:51.431570,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:51.542712,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:51.652419,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:51.766513,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:51.880394,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:51.992122,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.105147,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.214858,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.327558,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.442249,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.554944,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.679615,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:14:58:52.785912,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:52.885646,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:52.982386,C9,ARM,"velocity: 20000, acceleration: 20000, X: 155680, Y: -161000, Z: 308000, gripper: 45000, elbow_bias: 0",None,None
2021:10:12:14:58:54.002726,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:54.122112,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:54.233762,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:54.330502,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:54.434070,C9,ARM,"velocity: 20000, acceleration: 20000, X: 155680, Y: -161000, Z: 294000, gripper: 45000, elbow_bias: 0",None,None
2021:10:12:14:58:54.980201,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:55.121822,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:55.216568,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:55.310372,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:55.409109,C9,ARM,"velocity: 20000, acceleration: 20000, X: 127000, Y: -161000, Z: 294000, gripper: 45000, elbow_bias: 0",None,None
2021:10:12:14:58:55.935381,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:56.033337,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:56.135055,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:56.226811,C9,ARM,"velocity: 20000, acceleration: 20000, X: 127000, Y: -161000, Z: 308000, gripper: 45000, elbow_bias: 0",None,None
2021:10:12:14:58:56.805030,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:56.952189,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:57.062635,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:57.149406,C9,JLEN,length_offset: 41500,None,None
2021:10:12:14:58:57.277064,C9,ARM,"velocity: 20000, acceleration: 20000, X: 127000, Y: -161000, Z: 308000, gripper: 45000, elbow_bias: 0",None,None
2021:10:12:14:58:57.501571,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:12:14:58:57.602521,C9,JLEN,length_offset: 0,None,None
2021:10:12:14:58:57.729183,C9,JLEN,length_offset: 41500,None,None
