Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:18:13:55:15.398396,C9,_init_,ftdi: None,,None
2021:10:18:13:55:15.819232,C9,PING,,None,None
2021:10:18:13:55:16.003020,C9,BIAS,,None,None
2021:10:18:13:55:16.121747,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:18:13:55:16.232461,C9,BIAS,bias: 0,None,None
2021:10:18:13:55:16.323858,C9,HOME,if_needed: 1,None,None
2021:10:18:13:55:16.453244,C9,SPED,,None,None
2021:10:18:13:55:16.558137,C9,BIAS,,None,None
2021:10:18:13:55:16.665059,C9,SPED,"velocity: 40000, acceleration: 100000",None,None
2021:10:18:13:55:16.788369,C9,BIAS,bias: 2,None,None
2021:10:18:13:55:16.885989,C9,POS,"axes: 1,units: 1",None,None
2021:10:18:13:55:16.996054,C9,POS,"axes: 2,units: 1",None,None
2021:10:18:13:55:17.105345,C9,POS,"axes: 0,units: 1",None,None
2021:10:18:13:55:17.225756,C9,POS,C: 1,None,None
2021:10:18:13:55:18.312173,C9,JLEN,length_offset: 0,None,None
2021:10:18:13:55:19.924959,C9,POS,"axes: 1,units: 1",None,None
2021:10:18:13:55:21.364112,C9,POS,"axes: 2,units: 1",None,None
2021:10:18:13:55:21.501990,C9,ARM,"X: 62100, Y: 270400, Z: 303460, gripper: 103332, elbow_bias: 2",None,None
2021:10:18:13:55:21.747449,C9,POS,"axes: 0,units: 1",None,None
2021:10:18:13:55:21.850216,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:22.409952,C9,POS,C: 1,None,None
2021:10:18:13:55:24.052188,C9,ARM,"X: 62100, Y: 269900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:24.777767,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:24.900679,C9,ARM,"X: 62100, Y: 269400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:25.136699,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:25.258964,C9,ARM,"X: 62100, Y: 268900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:25.974857,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:26.092546,C9,ARM,"X: 62100, Y: 268400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:26.821142,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:26.937834,C9,ARM,"X: 62100, Y: 267900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:27.176850,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:27.289187,C9,ARM,"X: 62100, Y: 267400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:28.008012,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:28.121813,C9,ARM,"X: 62100, Y: 266900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:28.862408,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:28.982522,C9,ARM,"X: 62100, Y: 266400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:29.715855,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:29.858472,C9,ARM,"X: 62100, Y: 265900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:30.090310,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:30.204422,C9,ARM,"X: 62100, Y: 265400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:30.952853,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:31.095686,C9,ARM,"X: 62100, Y: 264900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:31.815745,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:31.953065,C9,ARM,"X: 62100, Y: 264400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:32.697415,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:32.820304,C9,ARM,"X: 62100, Y: 263900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:33.079058,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:33.206598,C9,ARM,"X: 62100, Y: 263400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:33.937279,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:34.058254,C9,ARM,"X: 62100, Y: 262900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:34.789281,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:34.916503,C9,ARM,"X: 62100, Y: 262400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:35.645778,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:35.763292,C9,ARM,"X: 62100, Y: 261900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:36.495841,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:36.612494,C9,ARM,"X: 62100, Y: 261400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:36.855624,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:36.980319,C9,ARM,"X: 62100, Y: 260900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:37.702673,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:37.817538,C9,ARM,"X: 62100, Y: 260400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:38.555911,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:38.670137,C9,ARM,"X: 62100, Y: 259900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:39.398688,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:39.540496,C9,ARM,"X: 62100, Y: 259400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:40.294497,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:40.420872,C9,ARM,"X: 62100, Y: 258900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:40.664293,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:40.777137,C9,ARM,"X: 62100, Y: 258400, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:41.511889,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:55:41.626167,C9,ARM,"X: 62100, Y: 257900, Z: 303460, gripper: 103325, elbow_bias: 2",None,None
2021:10:18:13:55:42.355869,C9,MVNG,"axes: 1,2,3,0",None,None
