Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:18:13:33:44.443670,C9,_init_,ftdi: None,,None
2021:10:18:13:33:44.864177,C9,PING,,None,None
2021:10:18:13:33:45.043767,C9,BIAS,,None,None
2021:10:18:13:33:45.196363,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:18:13:33:45.326217,C9,BIAS,bias: 0,None,None
2021:10:18:13:33:45.416671,C9,HOME,if_needed: 1,None,None
2021:10:18:13:33:45.534867,C9,SPED,,None,None
2021:10:18:13:33:45.670666,C9,BIAS,,None,None
2021:10:18:13:33:45.772119,C9,SPED,"velocity: 40000, acceleration: 100000",None,None
2021:10:18:13:33:45.914788,C9,BIAS,bias: 2,None,None
2021:10:18:13:33:46.024272,C9,POS,"axes: 1,units: 1",None,None
2021:10:18:13:33:46.177825,C9,POS,"axes: 2,units: 1",None,None
2021:10:18:13:33:46.294733,C9,POS,"axes: 0,units: 1",None,None
2021:10:18:13:33:46.407452,C9,POS,C: 1,None,None
2021:10:18:13:33:47.472749,C9,JLEN,length_offset: 0,None,None
2021:10:18:13:33:49.002639,C9,POS,"axes: 1,units: 1",None,None
2021:10:18:13:33:50.680412,C9,POS,"axes: 2,units: 1",None,None
2021:10:18:13:33:52.370274,C9,POS,"axes: 0,units: 1",None,None
2021:10:18:13:33:54.059852,C9,POS,C: 1,None,None
2021:10:18:13:34:03.239851,C9,ARM,"X: 45100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:03.462935,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:03.915477,C9,ARM,"X: 45100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:04.137105,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:04.254205,C9,ARM,"X: 45600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:04.985115,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:05.101328,C9,ARM,"X: 46100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:05.826415,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:05.949686,C9,ARM,"X: 46600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:06.185469,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:06.308144,C9,ARM,"X: 47100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:07.049520,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:07.169269,C9,ARM,"X: 47600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:07.419199,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:07.543273,C9,ARM,"X: 48100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:08.275945,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:08.390404,C9,ARM,"X: 48600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:09.116333,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:09.234033,C9,ARM,"X: 49100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:09.458361,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:09.588846,C9,ARM,"X: 49600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:10.321802,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:10.448927,C9,ARM,"X: 50100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:10.698296,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:10.861665,C9,ARM,"X: 50600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:11.585809,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:11.703489,C9,ARM,"X: 51100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:11.964948,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:12.091691,C9,ARM,"X: 51600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:12.815668,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:12.944338,C9,ARM,"X: 52100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:13.194368,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:13.348592,C9,ARM,"X: 52600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:14.079659,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:14.199380,C9,ARM,"X: 53100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:14.926163,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:15.042713,C9,ARM,"X: 53600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:15.285367,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:15.409976,C9,ARM,"X: 54100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:16.145455,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:16.269227,C9,ARM,"X: 54600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:16.499081,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:16.615966,C9,ARM,"X: 55100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:17.335300,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:17.465951,C9,ARM,"X: 55600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:17.699238,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:17.816923,C9,ARM,"X: 56100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:18.538980,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:18.657547,C9,ARM,"X: 56600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:18.916927,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:19.032151,C9,ARM,"X: 57100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:19.761622,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:19.879634,C9,ARM,"X: 57600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:20.603002,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:20.724532,C9,ARM,"X: 58100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:20.967159,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:21.084516,C9,ARM,"X: 58600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:21.823395,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:21.956242,C9,ARM,"X: 59100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:22.205854,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:22.322574,C9,ARM,"X: 59600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:23.060118,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:23.190765,C9,ARM,"X: 60100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:23.429195,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:23.558370,C9,ARM,"X: 60600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:24.298485,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:24.440594,C9,ARM,"X: 61100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:24.681796,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:24.799507,C9,ARM,"X: 61600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:25.536999,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:25.657758,C9,ARM,"X: 62100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:25.912647,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:26.033467,C9,ARM,"X: 62600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:26.767996,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:26.880498,C9,ARM,"X: 63100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:27.128205,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:27.248585,C9,ARM,"X: 63600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:27.980380,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:28.104890,C9,ARM,"X: 64100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:28.352774,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:28.470136,C9,ARM,"X: 64600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:29.203546,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:29.340792,C9,ARM,"X: 65100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:29.600636,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:29.714900,C9,ARM,"X: 65600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:30.453712,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:30.580086,C9,ARM,"X: 66100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:30.817857,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:30.973005,C9,ARM,"X: 66600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:31.708062,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:31.838390,C9,ARM,"X: 67100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:32.084591,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:32.206673,C9,ARM,"X: 67600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:32.928447,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:33.053571,C9,ARM,"X: 68100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:33.302573,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:33.429744,C9,ARM,"X: 68600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:34.159288,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:34.277185,C9,ARM,"X: 69100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:34.512208,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:34.682288,C9,ARM,"X: 69600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:35.411832,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:35.545402,C9,ARM,"X: 70100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:35.784295,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:35.918980,C9,ARM,"X: 70600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:36.642959,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:36.762215,C9,ARM,"X: 71100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:37.000556,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:37.139084,C9,ARM,"X: 71600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:37.858933,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:37.974017,C9,ARM,"X: 72100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:38.243504,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:38.363596,C9,ARM,"X: 72600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:39.096010,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:39.213903,C9,ARM,"X: 73100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:39.465251,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:39.592856,C9,ARM,"X: 73600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:40.343776,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:40.477793,C9,ARM,"X: 74100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:40.732592,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:40.858800,C9,ARM,"X: 74600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:41.594668,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:41.710353,C9,ARM,"X: 75100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:41.951084,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:42.117784,C9,ARM,"X: 75600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:42.848546,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:42.964239,C9,ARM,"X: 76100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:43.206687,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:43.325489,C9,ARM,"X: 76600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:43.561688,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:43.679947,C9,ARM,"X: 77100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:44.399195,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:44.529822,C9,ARM,"X: 77600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:44.777182,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:44.895927,C9,ARM,"X: 78100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:45.632836,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:45.754516,C9,ARM,"X: 78600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:45.991611,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:46.108960,C9,ARM,"X: 79100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:46.846030,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:46.979241,C9,ARM,"X: 79600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:47.224567,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:47.383228,C9,ARM,"X: 80100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:48.109912,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:48.225069,C9,ARM,"X: 80600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:48.477485,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:48.604789,C9,ARM,"X: 81100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:49.327266,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:49.460129,C9,ARM,"X: 81600, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:49.696672,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:49.811365,C9,ARM,"X: 82100, Y: 269900, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:50.053792,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:50.172841,C9,ARM,"X: 82600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:50.410578,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:50.563638,C9,ARM,"X: 83100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:50.805990,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:50.941238,C9,ARM,"X: 83600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:51.180067,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:51.301704,C9,ARM,"X: 84100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:52.027572,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:52.150812,C9,ARM,"X: 84600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:52.393173,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:52.510450,C9,ARM,"X: 85100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:53.247862,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:53.362920,C9,ARM,"X: 85600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:53.601093,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:53.717468,C9,ARM,"X: 86100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:54.439958,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:54.559717,C9,ARM,"X: 86600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:54.805872,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:54.958952,C9,ARM,"X: 87100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:55.212844,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:55.326972,C9,ARM,"X: 87600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:56.063744,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:56.177876,C9,ARM,"X: 88100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:56.436267,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:56.590161,C9,ARM,"X: 88600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:57.344471,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:57.464476,C9,ARM,"X: 89100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:57.697327,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:57.813332,C9,ARM,"X: 89600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:58.054511,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:58.175450,C9,ARM,"X: 90100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:58.903118,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:59.021434,C9,ARM,"X: 90600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:34:59.263377,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:34:59.393304,C9,ARM,"X: 91100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:00.121292,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:00.251126,C9,ARM,"X: 91600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:00.495488,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:00.638113,C9,ARM,"X: 92100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:00.880950,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:00.996758,C9,ARM,"X: 92600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:01.719870,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:01.843594,C9,ARM,"X: 93100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:02.081325,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:02.195370,C9,ARM,"X: 93600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:02.926571,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:03.053227,C9,ARM,"X: 94100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:03.293905,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:03.427378,C9,ARM,"X: 94600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:03.660889,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:03.777043,C9,ARM,"X: 95100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:04.502262,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:04.629562,C9,ARM,"X: 95600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:04.865860,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:05.021247,C9,ARM,"X: 96100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:05.259644,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:05.377926,C9,ARM,"X: 96600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:06.115298,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:06.243305,C9,ARM,"X: 97100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:06.495356,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:06.618007,C9,ARM,"X: 97600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:07.350153,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:07.470005,C9,ARM,"X: 98100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:07.734493,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:07.858222,C9,ARM,"X: 98600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:08.089122,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:08.219975,C9,ARM,"X: 99100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:08.950986,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:09.079979,C9,ARM,"X: 99600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:09.325023,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:09.453194,C9,ARM,"X: 100100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:09.698393,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:09.814982,C9,ARM,"X: 100600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:10.550646,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:10.670502,C9,ARM,"X: 101100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:10.908194,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:11.031397,C9,ARM,"X: 101600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:11.276458,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:11.392914,C9,ARM,"X: 102100, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
2021:10:18:13:35:12.114643,C9,MVNG,"axes: 1,2,3,0",None,None
2021:10:18:13:35:12.236915,C9,ARM,"X: 102600, Y: 270400, Z: 303460, gripper: 102782, elbow_bias: 2",None,None
